,molecule_chembl_id,IC50,units,units.1,smiles,pIC50
1670,CHEMBL2069846,47.7,nM,nM,CN1CCN(c2ccc(C(=O)N3CCN(C(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)CC3)cc2)CC1,7.3214816209598865
1671,CHEMBL1202091,47.8,nM,nM,CC(C)N1CCN(CCNCC(=O)N2CCC[C@@H]2C#N)C1=O.O=C(O)C(=O)O,7.320572103387882
1672,CHEMBL2063036,48.0,nM,nM,O=C([C@@H]1C[C@@H](O)CN1)N1C[C@H](O)C[C@H]1B(O)O,7.318758762624412
1673,CHEMBL22310,48.0,nM,nM,N[C@H](C(=O)N1CC[C@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1,7.318758762624412
1674,CHEMBL395213,48.0,nM,uM,Cl.N[C@H](C(=O)N1CC[C@H](F)C1)C1CCC(NS(=O)(=O)c2ccc(F)cc2F)CC1,7.318758762624412
1675,CHEMBL203379,48.0,nM,uM,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCCC1.O=C(O)C(F)(F)F,7.318758762624412
1676,CHEMBL2425073,48.0,nM,nM,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)c(Cl)cc1F,7.318758762624412
1677,CHEMBL2346925,48.2,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccnc4ccccc34)c2c1=O,7.31695296176115
1678,CHEMBL1779696,48.9,nM,nM,N#Cc1ccccc1CN1CCN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)CC1=O,7.310691140876379
1679,CHEMBL4635433,48.9,nM,nM,N[C@H]1C[C@@H](N2CCC(F)(F)C2)[C@@H](C(F)(F)F)O[C@@H]1c1cc(F)ccc1F,7.310691140876379
1680,CHEMBL249826,49.0,nM,nM,N[C@H]1CN(C(=O)c2cnc3ccccc3c2)C[C@H]1C(=O)N1CCCC1,7.309803919971486
1681,CHEMBL5177166,49.0,nM,uM,NC(CCOc1ccc(S(N)(=O)=O)cc1)C1COc2ccccc2O1,7.309803919971486
1682,CHEMBL471956,49.0,nM,nM,N#C[C@@H]1C[C@H](F)CN1C(=O)CN[C@H]1[C@@H]2CN(c3ccc(Cl)cn3)C[C@@H]21,7.309803919971486
1683,CHEMBL203736,49.0,nM,uM,C[C@@H](c1ccc(-c2cc(F)c(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,7.309803919971486
1684,CHEMBL1809263,49.0,nM,nM,CC(C)Cc1nc2ccc(OCC(N)=O)cc2c(-c2cccc(F)c2)c1CN,7.309803919971486
1685,CHEMBL550862,49.0,nM,nM,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c1ccccc1F)Cc1ccccc1F,7.309803919971486
1686,CHEMBL201424,49.0,nM,nM,CC(C)(CC(=O)N1CCc2ccccc2C1)NCC(=O)N1CCC[C@H]1C#N,7.309803919971486
1687,CHEMBL4205581,49.0,nM,uM,N#Cc1ccccc1Cc1c(Cl)nc2ccnn2c1N1CCC[C@@H](N)C1,7.309803919971486
1688,CHEMBL3929146,49.73,nM,nM,COc1ccc2c3c(ccc2c1)O[C@@H](c1cc(F)c(F)cc1F)[C@H](N)C3,7.303381540767775
1689,CHEMBL208964,50.0,nM,uM,O=C([C@@H]1CN[C@H](C(=O)N2CCCC2)C1)N1Cc2ccc(Cl)cc2C1,7.301029995663981
1690,CHEMBL429757,50.0,nM,uM,CCS(=O)(=O)c1ccc(-c2noc(C(C)[C@H](N)C(F)=C3CCCC3)n2)c(Cl)c1.O=C(O)C(F)(F)F,7.301029995663981
1691,CHEMBL3127990,50.0,nM,uM,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1csc(-c2ccc(C(F)(F)F)cc2)n1,7.301029995663981
1692,CHEMBL3127985,50.0,nM,uM,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1csc2ccccc12,7.301029995663981
1693,CHEMBL393336,50.0,nM,nM,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O=P(O)(O)O,7.301029995663981
1694,CHEMBL2206485,50.0,nM,uM,COc1cccc(-c2nnc(C3(NC(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)CCS(=O)(=O)CC3)o2)c1,7.301029995663981
1695,CHEMBL475654,50.0,nM,nM,Cl.N[C@@H](CC(=O)N1CCCN(C(=O)c2cccc(C(=O)O)c2)CC1)Cc1cc(F)c(F)cc1F,7.301029995663981
1696,CHEMBL400954,50.0,nM,uM,Cn1cnc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2C(F)(F)F,7.301029995663981
1697,CHEMBL271694,50.0,nM,nM,N[C@H](C(=O)N1CCC[C@H]1C(=O)c1nc2ccccc2s1)C1CCCCC1,7.301029995663981
1698,CHEMBL535180,50.0,nM,nM,Cl.N[C@@H](CC(=O)N1CCCCN1C(=O)c1ccccc1)Cc1cc(F)c(F)cc1F,7.301029995663981
1699,CHEMBL1082464,50.0,nM,uM,CC(C)(CC(=O)N1CC[C@H](O)C1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,7.301029995663981
1700,CHEMBL3330060,50.0,nM,uM,N#C[C@@H]1C[C@H](F)CN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,7.301029995663981
1701,CHEMBL3127989,50.0,nM,uM,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1csc(-c2ccc(Cl)cc2)n1,7.301029995663981
1702,CHEMBL429982,50.0,nM,nM,COc1cc2c(cc1OC)[C@@H]1C[C@@H](N)[C@@H](c3cccc(Cl)c3)CN1CC2,7.301029995663981
1703,CHEMBL1082716,50.0,nM,uM,N#C[C@@H]1CCCN1C(=O)CN[C@@H]1C[C@@H]2CN(C(=O)N3CCOCC3)C[C@@H]2C1,7.301029995663981
1704,CHEMBL1683505,50.0,nM,nM,CCOC(=O)C(Nc1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C.Cl,7.301029995663981
1705,CHEMBL257653,50.0,nM,uM,Cn1cnc2cc(Br)c(-c3ccccc3Cl)c(CN)c21,7.301029995663981
1706,CHEMBL250393,50.0,nM,nM,N[C@H]1CN(Cc2ccc(-n3cnnn3)cc2)C[C@H]1C(=O)N1CCCC1,7.301029995663981
1707,CHEMBL4071607,50.2,nM,nM,Cc1nc(-c2nnc3n2[C@@H]2CCN(C(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)C[C@@H]2CC3)cs1.Cl,7.29929628285498
1708,CHEMBL2069834,50.4,nM,nM,N#Cc1ccccc1N1CCN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)CC1,7.297569463554475
1709,CHEMBL2069854,50.6,nM,nM,N[C@@H](CC(=O)N1CCN(C(=O)c2cc3ccccc3s2)CC1)Cc1cc(F)c(F)cc1F,7.2958494831602
1710,CHEMBL1683979,50.66,nM,nM,N[C@@H](CC(=O)N1CCn2nnc(C(F)(F)F)c2C1)Cc1cc(F)c(F)cc1F.O=C(O)/C=C/C(=O)O,7.295334814545471
1711,CHEMBL1779697,50.7,nM,nM,N[C@@H](CC(=O)N1CCN(Cc2ccccc2C(F)(F)F)C(=O)C1)Cc1cc(F)c(F)cc1F,7.2949920406666635
1712,CHEMBL4465448,50.9,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1c(Cl)cccc1C(=O)OC)c(=O)n2C,7.293282217663242
1713,CHEMBL1683144,51.0,nM,uM,N[C@H](Cc1cc(F)ccc1F)C1CCN(C2CCCC(C(=O)O)C2)CC1,7.292429823902063
1714,CHEMBL549502,51.0,nM,uM,N[C@H]1Cn2c(nc3ccncc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,7.292429823902063
1715,CHEMBL2147066,51.0,nM,nM,CC(C)=CCn1c(N2CCC[C@@H](N)C2)nc2c3cc(C(=O)O)ccc3n(C)c(=O)c21.Cl,7.292429823902063
1716,CHEMBL471960,51.0,nM,nM,N#Cc1ccccc1N1C[C@@H]2[C@H](C1)[C@H]2NCC(=O)N1C[C@@H](F)C[C@H]1C#N,7.292429823902063
1717,CHEMBL236923,51.0,nM,nM,N[C@H]1CN(c2cc(-c3ccc(F)cc3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,7.292429823902063
1718,CHEMBL237343,51.0,nM,nM,N[C@H]1CN(c2cc(-c3cccc(F)c3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,7.292429823902063
1719,CHEMBL473419,51.0,nM,nM,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CC[C@@H](F)C1,7.292429823902063
1720,CHEMBL369738,51.0,nM,nM,N[C@@H](CC(=O)N1CCNC[C@H]1Cc1ccccc1)Cc1cc(F)ccc1F,7.292429823902063
1721,CHEMBL406219,51.0,nM,nM,CCN(CC#N)C(=O)[C@@H]1C[C@H](C(=O)NCc2ccccc2)[C@H](C)N1,7.292429823902063
1722,CHEMBL1683488,51.0,nM,nM,Cl.N[C@@H](CC(=O)N1CCSC1C(=O)NCc1ccc(OCC(=O)O)cc1)Cc1cc(F)c(F)cc1F,7.292429823902063
1723,CHEMBL411561,51.5,nM,nmol/L,COc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCSC3)C2)cc1,7.288192770958809
1724,CHEMBL425039,52.0,nM,uM,Cc1cc(=O)n(C)cc1-c1ccc([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)cc1.O=C(O)C(F)(F)F,7.2839966563652006
1725,CHEMBL560729,52.0,nM,uM,CN(C)C(=O)c1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F,7.2839966563652006
1726,CHEMBL3215633,52.0,nM,nM,CNC(=O)COc1ccc2nc(CC(C)C)c(CN)c(-c3ccc(C)cc3)c2c1.Cl.Cl,7.2839966563652006
1727,CHEMBL255864,52.0,nM,nM,CC#CCn1c(N2CCCC(N)C2)nc2c(OC)nn(Cc3cccc4ccccc34)c(=O)c21,7.2839966563652006
1728,CHEMBL375442,52.0,nM,uM,CS(=O)(=O)c1ccc(-c2noc([C@@H](CC3CC3)[C@H](N)C(=O)N3CC[C@H](F)C3)n2)cc1.O=C(O)C(F)(F)F,7.2839966563652006
1729,CHEMBL402645,52.0,nM,nM,CC(C)c1nsc(N2CCN(C(=O)[C@@H]3CN[C@H](C(=O)N4CCCC4)C3)CC2)n1,7.2839966563652006
1730,CHEMBL257852,52.0,nM,uM,Cn1c(=O)[nH]c2ccc(-c3ccccc3Cl)c(CN)c21,7.2839966563652006
1731,CHEMBL273206,52.0,nM,nM,Cc1csc(N2CCN(C(=O)[C@@H]3CN[C@H](C(=O)N4CCCC4)C3)CC2)n1,7.2839966563652006
1732,CHEMBL1683982,52.34,nM,nM,CN(C)C(=O)c1nnn2c1CN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)CC2.Cl,7.281166281696137
1733,CHEMBL2069838,52.6,nM,nM,N[C@@H](CC(=O)N1CCN(C(=O)c2ccccc2)CC1)Cc1cc(F)c(F)cc1F,7.279014255846261
1734,CHEMBL2346930,52.6,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccc4cc(C)ccc4n3)c2c1=O,7.279014255846261
1735,CHEMBL96593,53.0,nM,nM,N#C[C@@H]1CCCN1C(=O)CNC1CCCCCCC1,7.275724130399211
1736,CHEMBL233136,53.0,nM,uM,Cc1nnc(C(=O)[C@@H]2C[C@H](F)CN2C(=O)CNC23CC4CC(CC(C4)C2)C3)o1,7.275724130399211
1737,CHEMBL22359,53.0,nM,nM,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,7.275724130399211
1738,CHEMBL2063031,53.0,nM,nM,CC(C)(C)[C@H](N)C(=O)N1C[C@@H](O)C[C@H]1B(O)O,7.275724130399211
1739,CHEMBL3215611,53.0,nM,nM,Cc1ccc(-c2c(CC(=O)N3CCC(S(C)(=O)=O)C3)c(C)nc(CC(C)C)c2CN)cc1.Cl.Cl,7.275724130399211
1740,CHEMBL549842,53.0,nM,nM,N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)c1ccccc1F)Cc1ccccc1F,7.275724130399211
1741,CHEMBL563155,53.0,nM,uM,N[C@H]1Cn2c(nc3ccc(OC(F)(F)F)cc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,7.275724130399211
1742,CHEMBL563772,53.0,nM,nM,CC[C@H](C)[C@@]1(N)C[C@@H]2SC[C@@H](C#N)N2C1=O.Cl,7.275724130399211
1743,CHEMBL3697948,53.3,nM,nM,CS(=O)(=O)N1C[C@@H](N2Cc3cn(S(C)(=O)=O)nc3C2)C[C@H](N)C1c1cc(F)ccc1F,7.273272790973428
1744,CHEMBL2069844,53.4,nM,nM,N[C@@H](CC(=O)N1CCN(C(=O)c2ccc(C(=O)O)cc2)CC1)Cc1cc(F)c(F)cc1F,7.272458742971444
1745,CHEMBL1202082,53.5,nM,nM,CCCCN1CCN(CCNCC(=O)N2CCC[C@@H]2C#N)C1=O.O=C(O)C(=O)O,7.2716462179787715
1746,CHEMBL366049,54.0,nM,nM,NC(CC(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=O)O)cc1)Cc1ccccc1F.O=C(O)C(F)(F)F,7.267606240177031
1747,CHEMBL389537,54.0,nM,uM,N[C@H]1CN(c2ccc3ccccc3n2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,7.267606240177031
1748,CHEMBL23660,54.0,nM,nM,N[C@H](C(=O)N1CC[C@H](F)C1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,7.267606240177031
1749,CHEMBL3804994,54.0,nM,nM,Cc1ccnc2c3c(nn12)CN([C@H]1CC[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,7.267606240177031
1750,CHEMBL95089,54.0,nM,nM,N#C[C@@H]1CCCN1C(=O)CNC1CCCC1,7.267606240177031
1751,CHEMBL1683143,54.0,nM,uM,COC(=O)C1CCCC(N2CCC([C@H](N)Cc3cc(F)ccc3F)CC2)C1,7.267606240177031
1752,CHEMBL2147084,54.0,nM,nM,Cl.Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2Cl)c2c(C(=O)O)cccc21,7.267606240177031
1753,CHEMBL514617,54.0,nM,uM,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccc(F)cc1)NCC(=O)N1CCC[C@H]1C#N,7.267606240177031
1754,CHEMBL425585,54.0,nM,nM,C[C@@H](CC(=O)N1CCc2ccccc2C1)NCC(=O)N1CCC[C@H]1C#N,7.267606240177031
1755,CHEMBL1779693,54.1,nM,nM,N[C@@H](CC(=O)N1CCN(Cc2ccccc2)C(=O)C1)Cc1cc(F)c(F)cc1F,7.266802734893431
1756,CHEMBL507719,55.0,nM,nM,Cc1noc(C(=O)C[C@H](N)Cc2cc(F)ccc2F)n1,7.259637310505756
1757,CHEMBL1683091,55.0,nM,uM,Cc1noc(C)c1S(=O)(=O)N(C)[C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1,7.259637310505756
1758,CHEMBL3216749,55.0,nM,nM,Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(C(N)=O)cc23)cc1.Cl.Cl,7.259637310505756
1759,CHEMBL2206484,55.0,nM,uM,N[C@@H](CC(=O)NC1(c2nnc(-c3cccc(F)c3)o2)CCS(=O)(=O)CC1)Cc1cc(F)c(F)cc1F,7.259637310505756
1760,CHEMBL23110,55.0,nM,nM,N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1,7.259637310505756
1761,CHEMBL3084955,55.0,nM,nM,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,7.259637310505756
1762,CHEMBL560583,56.0,nM,nM,CC[C@@]1(N)C[C@@H]2SC[C@@H](C#N)N2C1=O.Cl,7.251811972993799
1763,CHEMBL237281,56.0,nM,nM,CC(C)=CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(CCc1ccccc1)c(=O)n2C,7.251811972993799
1764,CHEMBL2425076,56.0,nM,nM,N[C@H]1C[C@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)ccc1F,7.251811972993799
1765,CHEMBL261460,56.0,nM,nM,C[C@@H]1N[C@H](C(=O)N(CC#N)C2CC2)C[C@@H]1C(=O)N(C)C,7.251811972993799
1766,CHEMBL474768,56.0,nM,uM,CC(C)(CC(=O)N[C@@H]1C[C@H]1c1cccc(Cl)c1)NCC(=O)N1CCC[C@H]1C#N,7.251811972993799
1767,CHEMBL191486,56.0,nM,uM,CN(C)C(=O)[C@@H](c1ccc(-c2cc(F)ccc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,7.251811972993799
1768,CHEMBL1683496,56.0,nM,nM,CC(C)(Oc1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O.Cl,7.251811972993799
1769,CHEMBL2147077,56.0,nM,nM,Cl.Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2Cl)c2cc(F)ccc21,7.251811972993799
1770,CHEMBL23891,56.0,nM,nM,N[C@H](C(=O)N1CC[C@H](F)C1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,7.251811972993799
1771,CHEMBL395166,56.0,nM,uM,CC(C)(C)NCC(=O)N1CCC[C@H]1C(=O)c1nnc(C(C)(C)C)o1,7.251811972993799
1772,CHEMBL549645,56.0,nM,uM,CS(=O)(=O)c1ccc2nc3n(c2c1)C[C@H](N)[C@@H](c1cc(F)c(F)cc1F)C3.O=C(O)C(F)(F)F,7.251811972993799
1773,CHEMBL195755,56.0,nM,uM,C[C@@H](c1ccc(-c2cccc(C(=O)O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,7.251811972993799
1774,CHEMBL2069842,56.4,nM,nM,N[C@@H](CC(=O)N1CCN(C(=O)c2ccc(C(F)(F)F)cc2)CC1)Cc1cc(F)c(F)cc1F,7.248720896016658
1775,CHEMBL4530011,56.6,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccccc2CC(=O)OC)c1=O,7.247183568811728
1776,CHEMBL2069845,56.9,nM,nM,N[C@@H](CC(=O)N1CCN(C(=O)c2cccc(C(=O)O)c2)CC1)Cc1cc(F)c(F)cc1F,7.244887733604929
1777,CHEMBL256172,57.0,nM,uM,CC(c1nc(-c2ccc(NS(C)(=O)=O)cc2Cl)no1)[C@H](N)C(F)=C1CCCC1.O=C(O)C(F)(F)F,7.2441251443275085
1778,CHEMBL2159179,57.0,nM,nM,COc1ccccc1-c1c(CN)c(N)nc2c1c(=O)n(C)c(=O)n2C,7.2441251443275085
1779,CHEMBL3216937,57.0,nM,nM,CCCc1nc(C)c(C(=O)O)c(-c2ccc(C)cc2)c1CN.Cl.Cl,7.2441251443275085
1780,CHEMBL1650436,57.0,nM,uM,Cn1c(=O)c(Cl)c(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,7.2441251443275085
1781,CHEMBL3644794,57.0,nM,nM,N[C@@H](CC(=O)N1CCc2c(nc(-c3ccc(F)cc3)nc2C(F)(F)F)C1)CN1C(=O)CCC(F)(F)[C@H]1O,7.2441251443275085
1782,CHEMBL1683119,57.0,nM,uM,NC(=O)C1CCCN([C@H]2CC[C@H]([C@H](N)Cc3cc(F)ccc3F)CC2)C1,7.2441251443275085
1783,CHEMBL391048,57.0,nM,nM,N[C@H]1CN(c2cc(-c3ccccc3F)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,7.2441251443275085
1784,CHEMBL1809264,57.0,nM,nM,Cc1cccc(-c2c(CN)c(CC(C)C)nc3ccc(OCC(N)=O)cc23)c1,7.2441251443275085
1785,CHEMBL4086264,57.0,nM,nM,CC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C[C@H]1C(=O)O,7.2441251443275085
1786,CHEMBL2069860,57.4,nM,nM,N[C@@H](CC(=O)N1CCN(C(=O)c2ncc(F)cc2F)CC1)Cc1cc(F)c(F)cc1F,7.241088107602026
1787,CHEMBL391332,57.5,nM,nmol/L,CN1CCN([C@@H]2CN[C@H](C(=O)N3CCSC3)C2)CC1,7.2403321553103694
1788,CHEMBL2069850,57.6,nM,nM,N[C@@H](CC(=O)N1CCN(C(=O)c2ccccn2)CC1)Cc1cc(F)c(F)cc1F,7.239577516576788
1789,CHEMBL196267,58.0,nM,nM,O=C(CNC1CCCCCCCCC1)N1CCC[C@H]1B(O)O,7.236572006437063
1790,CHEMBL230340,58.0,nM,uM,N[C@H]1CN(c2ccccn2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,7.236572006437063
1791,CHEMBL3216477,58.0,nM,nM,CCCCc1nc(C)c(C(=O)O)c(-c2ccc(C)cc2)c1CN.Cl.Cl,7.236572006437063
1792,CHEMBL283309,58.0,nM,nM,N[C@H](C(=O)N1CC[C@@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1,7.236572006437063
1793,CHEMBL364939,59.0,nM,uM,CCN(CC)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,7.229147988357855
1794,CHEMBL560985,59.0,nM,nM,Cl.N#C[C@@H]1CS[C@H]2C[C@](N)(C3CCCCC3)C(=O)N12,7.229147988357855
1795,CHEMBL481288,59.0,nM,nM,N#Cc1ccc(N2C[C@@H]3[C@H](C2)[C@H]3NCC(=O)N2C[C@@H](F)C[C@H]2C#N)c(C(F)(F)F)c1,7.229147988357855
1796,CHEMBL2206478,59.0,nM,uM,COc1ccccc1-c1csc(C2(NC(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)CCS(=O)(=O)CC2)n1,7.229147988357855
1797,CHEMBL2063032,59.0,nM,nM,CC(C)(C)[C@H](N)C(=O)N1C[C@H](O)C[C@H]1B(O)O,7.229147988357855
1798,CHEMBL243230,59.0,nM,nM,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cccc(Cl)c1,7.229147988357855
1799,CHEMBL4740282,59.0,nM,uM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCN(c3nc(-c4ccccc4)cs3)CC1)c(=O)n2C,7.229147988357855
1800,CHEMBL1683567,59.0,nM,nM,N[C@H]1CN(c2ncnc(-c3ccccc3)n2)C[C@@H]1N1CCCCC1=O,7.229147988357855
1801,CHEMBL1082654,59.0,nM,uM,CCO[C@H]1C[C@H]2C[C@@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1.Cl,7.229147988357855
1802,CHEMBL399499,59.0,nM,nM,N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2C1)Cc1cc(F)c(F)cc1F,7.229147988357855
1803,CHEMBL2147078,60.0,nM,nM,Cl.Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2Cl)c2cc(OC(F)F)ccc21,7.221848749616356
1804,CHEMBL4524414,60.0,nM,uM,O=C(CCCCCO[N+](=O)[O-])N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,7.221848749616356
1805,CHEMBL63406,60.0,nM,nM,CC(C)(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,7.221848749616356
1806,CHEMBL2206474,60.0,nM,uM,N[C@@H](CC(=O)NC1(c2nc(-c3ccccc3)cs2)CCS(=O)(=O)CC1)Cc1ccccc1F,7.221848749616356
1807,CHEMBL473973,60.0,nM,uM,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(C(F)(F)F)c1)NCC(=O)N1CCC[C@H]1C#N,7.221848749616356
1808,CHEMBL1951425,60.0,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)c(C#N)c2ncn(CC(=O)c3cccc(OC)c3)c(=O)c21,7.221848749616356
1809,CHEMBL250204,60.0,nM,uM,CCC1c2nc(C(F)(F)F)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,7.221848749616356
1810,CHEMBL1951436,60.0,nM,nM,N#Cc1c(N2CCCNCC2)n(Cc2ccccc2)c2c(=O)n(Cc3nccc4ccccc34)cnc12,7.221848749616356
1811,CHEMBL4090906,60.0,nM,nM,Cl.N[C@@H](CC(=O)N1CC[C@@H]2[C@@H](CCc3nnc(-c4cnccn4)n32)C1)Cc1cc(F)c(F)cc1F,7.221848749616356
1812,CHEMBL260701,60.0,nM,nM,C#CCN(CC#N)C(=O)[C@@H]1C[C@H](C(=O)N(C)C)[C@H](C)N1,7.221848749616356
1813,CHEMBL4649110,60.0,nM,nM,CCS(=O)(=O)n1cc2c(n1)CN([C@@H]1C[C@H](N)[C@@H](c3cc(F)ccc3F)O[C@@H]1C(F)(F)F)C2,7.221848749616356
1814,CHEMBL195173,60.0,nM,uM,C[C@@H](c1ccc(-c2ccc(F)c(F)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,7.221848749616356
1815,CHEMBL3093915,60.0,nM,uM,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1cc(F)cc(F)c1F,7.221848749616356
1816,CHEMBL233472,60.0,nM,nM,N[C@@H](CC(=O)N1CCn2c(nnc2-c2ccc(F)cc2)C1)Cc1cc(F)ccc1F,7.221848749616356
1817,CHEMBL1202088,60.1,nM,nM,N#C[C@H]1CCCN1C(=O)CNCCN1CCN(c2cccc(F)c2)C1=O.O=C(O)C(=O)O,7.221125527997261
1818,CHEMBL2346928,60.1,nM,nM,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccc4cc(Cl)ccc4n3)c2c1=O,7.221125527997261
1819,CHEMBL397242,60.3,nM,nM,CC[C@@H]1C(=O)NC[C@@H](C)CN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,7.219682687859849
1820,CHEMBL3928073,60.61,nM,nM,COc1ccc2ccc3c(c2c1)C[C@H](N)[C@@H](c1cc(F)c(F)cc1F)O3,7.21745571598999
1821,CHEMBL256266,61.0,nM,uM,Cn1nnc2ccc(-c3ccccc3Cl)c(CN)c21,7.214670164989233
1822,CHEMBL424687,61.0,nM,uM,C[C@@H](c1ccc(-c2cn(C)c(=O)cc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,7.214670164989233
1823,CHEMBL591982,61.0,nM,nM,CCc1cccc([C@H]2CN3CCc4cc(OC)c(OC)cc4[C@@H]3CC2N)c1,7.214670164989233
1824,CHEMBL372180,61.0,nM,nM,CCCCCC12CCC(NCC(=O)N3CCC[C@H]3B(O)O)(CC1)CC2,7.214670164989233
1825,CHEMBL565613,62.0,nM,uM,N[C@@H](CCN1CCC[C@H]1c1ncn(-c2ccccc2)n1)Cc1ccccc1F,7.207608310501746
